"id","dishname","dishcode","reciepeitemname","pgNo","receipescoop","qty","inGm","inML","inPiece","comments","created_at"
193,"Bombay Sandwich","D157","salt","27A","salt_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
194,"Bombay Sandwich","D157","dhaniiya masala","9","dhaniiya masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
195,"Bombay Sandwich","D157","totalingredientsqty",NULL,NULL,311.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
196,"Bombay Sandwich","D157","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:38:28.97626+00"
197,"Bombay Sandwich","D157","dish_out",NULL,"Bombay Sandwich_1_portion",NULL,0,0,0,"","2026-09-20 11:38:28.97626+00"
198,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
199,"Bombay Sandwich","D157","chaat masala","21B","chaat masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
200,"Bombay Sandwich","D157","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
201,"Bombay Sandwich","D157","imli chutney","56","imli chutney_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
202,"Bombay Sandwich","D157","Cucumber","V12","Cucumber_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
203,"Bombay Sandwich","D157","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
204,"Bombay Sandwich","D157","cheese processed","81","cheese processed_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
205,"Bombay Sandwich","D157","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
206,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
207,"Bombay Sandwich","D157","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
208,"Bombay Sandwich","D157","salt","27A","salt_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
209,"Bombay Sandwich","D157","dhaniiya masala","9","dhaniiya masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
210,"Bombay Sandwich","D157","totalingredientsqty",NULL,NULL,311.5,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
211,"Bombay Sandwich","D157","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:38:28.989616+00"
212,"Bombay Sandwich","D157","dish_out",NULL,"Bombay Sandwich_1_portion",NULL,0,0,0,"","2026-09-20 11:38:28.989616+00"
213,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
214,"Bombay Sandwich","D157","chaat masala","21B","chaat masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
215,"Bombay Sandwich","D157","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
216,"Bombay Sandwich","D157","imli chutney","56","imli chutney_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
217,"Bombay Sandwich","D157","Cucumber","V12","Cucumber_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
218,"Bombay Sandwich","D157","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
219,"Bombay Sandwich","D157","cheese processed","81","cheese processed_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
220,"Bombay Sandwich","D157","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
221,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
222,"Bombay Sandwich","D157","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
223,"Bombay Sandwich","D157","salt","27A","salt_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
224,"Bombay Sandwich","D157","dhaniiya masala","9","dhaniiya masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
225,"Bombay Sandwich","D157","totalingredientsqty",NULL,NULL,311.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
226,"Bombay Sandwich","D157","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:38:29.003506+00"
227,"Bombay Sandwich","D157","dish_out",NULL,"Bombay Sandwich_1_portion",NULL,0,0,0,"","2026-09-20 11:38:29.003506+00"
228,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
229,"Bombay Sandwich","D157","chaat masala","21B","chaat masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
230,"Bombay Sandwich","D157","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
231,"Bombay Sandwich","D157","imli chutney","56","imli chutney_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
232,"Bombay Sandwich","D157","Cucumber","V12","Cucumber_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
233,"Bombay Sandwich","D157","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
234,"Bombay Sandwich","D157","cheese processed","81","cheese processed_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
235,"Bombay Sandwich","D157","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
236,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
237,"Bombay Sandwich","D157","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
238,"Bombay Sandwich","D157","salt","27A","salt_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
239,"Bombay Sandwich","D157","dhaniiya masala","9","dhaniiya masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
240,"Bombay Sandwich","D157","totalingredientsqty",NULL,NULL,311.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
241,"Bombay Sandwich","D157","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:38:29.150268+00"
242,"Bombay Sandwich","D157","dish_out",NULL,"Bombay Sandwich_1_portion",NULL,0,0,0,"","2026-09-20 11:38:29.150268+00"
243,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
244,"Bombay Sandwich","D157","chaat masala","21B","chaat masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
245,"Bombay Sandwich","D157","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
246,"Bombay Sandwich","D157","imli chutney","56","imli chutney_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
247,"Bombay Sandwich","D157","Cucumber","V12","Cucumber_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
248,"Bombay Sandwich","D157","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
249,"Bombay Sandwich","D157","cheese processed","81","cheese processed_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
250,"Bombay Sandwich","D157","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
251,"Bombay Sandwich","D157","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
252,"Bombay Sandwich","D157","green sauce","42","green sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
253,"Bombay Sandwich","D157","salt","27A","salt_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
254,"Bombay Sandwich","D157","dhaniiya masala","9","dhaniiya masala_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
255,"Bombay Sandwich","D157","totalingredientsqty",NULL,NULL,311.5,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
256,"Bombay Sandwich","D157","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 11:38:29.164221+00"
257,"Bombay Sandwich","D157","dish_out",NULL,"Bombay Sandwich_1_portion",NULL,0,0,0,"","2026-09-20 11:38:29.164221+00"
258,"BOONDI RAITA","D086","boondi","28B","boondi_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 12:08:05.707814+00"
259,"BOONDI RAITA","D086","CURD","D2",NULL,250,NULL,NULL,NULL,"","2026-09-20 12:08:05.707814+00"
260,"BOONDI RAITA","D086","totalingredientsqty",NULL,NULL,350,NULL,NULL,NULL,"","2026-09-20 12:08:05.707814+00"
261,"BOONDI RAITA","D086","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-20 12:08:05.707814+00"
262,"BOONDI RAITA","D086","dish_out",NULL,"BOONDI RAITA_1_portion",NULL,0,0,0,"","2026-09-20 12:08:05.707814+00"
263,"BOONDI RAITA","D086","boondi","28B","boondi_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-20 12:08:05.73591+00"
264,"BOONDI RAITA","D086","CURD","D2",NULL,250,NULL,NULL,NULL,"","2026-09-20 12:08:05.73591+00"
265,"BOONDI RAITA","D086","totalingredientsqty",NULL,NULL,350,NULL,NULL,NULL,"","2026-09-20 12:08:05.73591+00"
266,"BOONDI RAITA","D086","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-20 12:08:05.73591+00"
267,"BOONDI RAITA","D086","dish_out",NULL,"BOONDI RAITA_1_portion",NULL,0,0,0,"","2026-09-20 12:08:05.73591+00"
268,"CHEESE CORN MAGGI","D164","cheese processed","81","cheese processed_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 12:11:31.311965+00"
269,"CHEESE CORN MAGGI","D164","maggi","67","maggi_gm_reciepe",70,NULL,NULL,NULL,"","2026-09-20 12:11:31.311965+00"
270,"CHEESE CORN MAGGI","D164","maggi masala","66","maggi masala_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-20 12:11:31.311965+00"
271,"CHEESE CORN MAGGI","D164","totalingredientsqty",NULL,NULL,91,NULL,NULL,NULL,"","2026-09-20 12:11:31.311965+00"
272,"CHEESE CORN MAGGI","D164","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 12:11:31.311965+00"
273,"CHEESE CORN MAGGI","D164","dish_out",NULL,"CHEESE CORN MAGGI_1_portion",NULL,0,0,0,"","2026-09-20 12:11:31.311965+00"
274,"CHEESE CORN MAGGI","D164","cheese processed","81","cheese processed_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 12:11:35.709186+00"
275,"CHEESE CORN MAGGI","D164","maggi","67","maggi_gm_reciepe",70,NULL,NULL,NULL,"","2026-09-20 12:11:35.709186+00"
276,"CHEESE CORN MAGGI","D164","maggi masala","66","maggi masala_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-20 12:11:35.709186+00"
277,"CHEESE CORN MAGGI","D164","totalingredientsqty",NULL,NULL,91,NULL,NULL,NULL,"","2026-09-20 12:11:35.709186+00"
278,"CHEESE CORN MAGGI","D164","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 12:11:35.709186+00"
279,"CHEESE CORN MAGGI","D164","dish_out",NULL,"CHEESE CORN MAGGI_1_portion",NULL,0,0,0,"","2026-09-20 12:11:35.709186+00"
280,"CHEESE CORN MAGGI","D164","cheese processed","81","cheese processed_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-20 12:29:38.108989+00"
281,"CHEESE CORN MAGGI","D164","maggi","67","maggi_gm_reciepe",70,NULL,NULL,NULL,"","2026-09-20 12:29:38.108989+00"
282,"CHEESE CORN MAGGI","D164","maggi masala","66","maggi masala_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-20 12:29:38.108989+00"
283,"CHEESE CORN MAGGI","D164","totalingredientsqty",NULL,NULL,91,NULL,NULL,NULL,"","2026-09-20 12:29:38.108989+00"
284,"CHEESE CORN MAGGI","D164","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 12:29:38.108989+00"
285,"CHEESE CORN MAGGI","D164","dish_out",NULL,"CHEESE CORN MAGGI_1_portion",NULL,0,0,0,"","2026-09-20 12:29:38.108989+00"
286,"PANEER  BUTTER MASALA","D039","PANEER","D3",NULL,150,NULL,NULL,NULL,"","2026-09-20 12:34:51.034694+00"
287,"PANEER  BUTTER MASALA","D039","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 12:34:51.034694+00"
288,"PANEER  BUTTER MASALA","D039","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 12:34:51.034694+00"
289,"PANEER  BUTTER MASALA","D039","totalingredientsqty",NULL,NULL,151,NULL,NULL,NULL,"","2026-09-20 12:34:51.034694+00"
290,"PANEER  BUTTER MASALA","D039","totalprocessedqty",NULL,NULL,201,NULL,NULL,NULL,"","2026-09-20 12:34:51.034694+00"
291,"PANEER  BUTTER MASALA","D039","dish_out",NULL,"PANEER  BUTTER MASALA _1_portion",NULL,0,0,0,"","2026-09-20 12:34:51.034694+00"
292,"PANEER  BUTTER MASALA","D039","PANEER","D3",NULL,150,NULL,NULL,NULL,"","2026-09-20 12:34:51.06372+00"
293,"PANEER  BUTTER MASALA","D039","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 12:34:51.06372+00"
294,"PANEER  BUTTER MASALA","D039","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 12:34:51.06372+00"
295,"PANEER  BUTTER MASALA","D039","totalingredientsqty",NULL,NULL,151,NULL,NULL,NULL,"","2026-09-20 12:34:51.06372+00"
296,"PANEER  BUTTER MASALA","D039","totalprocessedqty",NULL,NULL,201,NULL,NULL,NULL,"","2026-09-20 12:34:51.06372+00"
297,"PANEER  BUTTER MASALA","D039","dish_out",NULL,"PANEER  BUTTER MASALA _1_portion",NULL,0,0,0,"","2026-09-20 12:34:51.06372+00"
298,"PANEER  BUTTER MASALA","D039","PANEER","D3",NULL,150,NULL,NULL,NULL,"","2026-09-20 12:36:29.372381+00"
299,"PANEER  BUTTER MASALA","D039","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 12:36:29.372381+00"
300,"PANEER  BUTTER MASALA","D039","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-20 12:36:29.372381+00"
301,"PANEER  BUTTER MASALA","D039","totalingredientsqty",NULL,NULL,151,NULL,NULL,NULL,"","2026-09-20 12:36:29.372381+00"
302,"PANEER  BUTTER MASALA","D039","totalprocessedqty",NULL,NULL,201,NULL,NULL,NULL,"","2026-09-20 12:36:29.372381+00"
303,"PANEER  BUTTER MASALA","D039","dish_out",NULL,"PANEER  BUTTER MASALA _1_portion",NULL,0,0,0,"","2026-09-20 12:36:29.372381+00"
304,"Virgin Mojito","D123","lemon mojito","57A","lemon mojito_gm_reciepe",85,NULL,NULL,NULL,"","2026-09-20 12:45:42.870308+00"
305,"Virgin Mojito","D123","soda","97","soda_gm_reciepe",60,NULL,NULL,NULL,"","2026-09-20 12:45:42.870308+00"
306,"Virgin Mojito","D123","Mint Leaves","V17","Mint Leaves_gm_reciepe",0.5,NULL,NULL,NULL,"","2026-09-20 12:45:42.870308+00"
307,"Virgin Mojito","D123","totalingredientsqty",NULL,NULL,145.5,NULL,NULL,NULL,"","2026-09-20 12:45:42.870308+00"
308,"Virgin Mojito","D123","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-20 12:45:42.870308+00"
309,"Virgin Mojito","D123","dish_out",NULL,"Virgin Mojito_1_portion",NULL,0,0,0,"","2026-09-20 12:45:42.870308+00"
310,"Veg Pizza","D139","chilly + oregano","61 62","chilly + oregano_gm_reciepe",14,NULL,NULL,NULL,"","2026-09-20 13:00:12.096397+00"
311,"Veg Pizza","D139","chilly + oregano","61 62","chilly + oregano_gm_reciepe",14,NULL,NULL,NULL,"","2026-09-20 13:00:12.096338+00"
312,"Veg Pizza","D139","corn","80","corn_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 13:00:12.096397+00"
313,"Veg Pizza","D139","corn","80","corn_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-20 13:00:12.096338+00"
314,"Veg Pizza","D139","jelipino","60B","jelipino_gm_reciepe",9,NULL,NULL,NULL,"","2026-09-20 13:00:12.096397+00"
315,"Veg Pizza","D139","jelipino","60B","jelipino_gm_reciepe",9,NULL,NULL,NULL,"","2026-09-20 13:00:12.096338+00"
316,"Veg Pizza","D139","metonese","50","metonese_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 13:00:12.096397+00"
317,"Veg Pizza","D139","metonese","50","metonese_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-20 13:00:12.096338+00"
